ID,Year,Style,Medal,Medalist,Entry,WID,Status,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
127,2021,Cidre,🥈 Argent,Pacory,Pacory 2020,1582,Active,"<a href=""https://www.pacory.eu/"">Website</a>","<a href=""https://www.facebook.com/PacoryFermedesGrimaux"">Facebook</a>","<a href=""https://www.instagram.com/pacoryfermedesgrimaux"">Instagram</a>","<a href=""https://maps.google.com/?cid=15821520734729613945"">Google</a>",,"<a href=""https://untappd.com/brewery/32360"">Untappd</a>"
128,2021,Poiré,🥇 Or,Domaine des Hauts-Vents,Domaine des Hauts Vents 2020,2889,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
129,2021,Poiré,🥇 Or,Famille Guesdon,La Cave Normande 2020,2697,Active,"<a href=""https://famille-guesdon.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100057212210806"">Facebook</a>","<a href=""https://www.instagram.com/lacavenormandeguesdon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13182761816105385497"">Google</a>",,"<a href=""https://untappd.com/w/guesdon-p-re-et-fils/343009"">Untappd</a>"
130,2021,Poiré,🥇 Or,Manoir de Durcet,Manoir de Durcet 2020,2487,Active,"<a href=""https://www.breton-manoirdedurcet.fr/"">Website</a>","<a href=""https://www.facebook.com/manoirdedurcet/"">Facebook</a>","<a href=""https://www.instagram.com/manoirdedurcetgaec/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3868969713989886200"">Google</a>",,"<a href=""https://untappd.com/w/manoir-de-durcet/399555"">Untappd</a>"
131,2021,Poiré,🥈 Argent,Cidres d'Auteurs,Poiré d'Auteur 2020,3554,Inactive,,,,,,
132,2021,Poiré,🥈 Argent,Domaine Duclos Fougeray,Denise La Bonne Poire 2020,1178,Active,"<a href=""https://www.duclosfougeray.com/"">Website</a>","<a href=""https://www.facebook.com/domaine.duclosfougeray"">Facebook</a>","<a href=""https://www.instagram.com/domaine_duclos_fougeray/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12398185041013701779"">Google</a>",,"<a href=""https://untappd.com/brewery/103532"">Untappd</a>"
133,2021,Poiré,🥈 Argent,Ferme des Martellières,Les Martellières 2018,3322,Active,,"<a href=""https://www.facebook.com/LesMartellieres.ProduitsCidricoles"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13628777607608573968"">Google</a>",,"<a href=""https://untappd.com/w/les-martellieres/291057"">Untappd</a>"
134,2021,Poiré,🥈 Argent,Ferme du Manoir du Val,Poiré du Pays de la Risle 2020,3315,Active,"<a href=""https://www.manoirduval.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=848420197404289170"">Google</a>",,
135,2021,Poiré,🥈 Argent,La Cave de la Loterie,Fruité 2020,3316,Active,"<a href=""https://www.cavedelaloterie.fr/"">Website</a>","<a href=""https://www.facebook.com/cavedelaloterie"">Facebook</a>","<a href=""https://www.instagram.com/cave_de_la_loterie/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14052572828101776269"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g672828-d12674111"">TripAdvisor</a>","<a href=""https://untappd.com/w/cave-de-la-loterie/234216"">Untappd</a>"
136,2022,AOP Cidre Cotentin,🥇 Or,Ferme de la Commanderie,Ferme de la Commanderie Brut Cuvée Héritage 2021,3319,Active,"<a href=""http://www.ferme-de-la-commanderie.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieLaCommanderie"">Facebook</a>","<a href=""https://www.instagram.com/cidreriefermedelacommanderie"">Instagram</a>","<a href=""https://maps.google.com/?cid=2113479186577428756"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2407705-d10109503"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-commanderie/233207"">Untappd</a>"
137,2022,AOP Cidre Cotentin,🥇 Or,Ferme de la Commanderie,Ferme de la Commanderie Extra-Brut 2021,3319,Active,"<a href=""http://www.ferme-de-la-commanderie.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieLaCommanderie"">Facebook</a>","<a href=""https://www.instagram.com/cidreriefermedelacommanderie"">Instagram</a>","<a href=""https://maps.google.com/?cid=2113479186577428756"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2407705-d10109503"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-commanderie/233207"">Untappd</a>"
138,2022,AOP Cidre Cotentin,🥇 Or,Théo Capelle,Théo Capelle Brut 2020,1513,Active,"<a href=""https://www.theo-capelle.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100054206274447"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3221607950662529223"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187183-d3406164"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-tha-c-o-capelle/124517"">Untappd</a>"
139,2022,AOP Cidre Cotentin,🥈 Argent,Cidrerie Claids,Cidrerie Claids 2020,3317,Active,"<a href=""https://www.cidrerieclaids.fr/"">Website</a>","<a href=""https://www.facebook.com/cidrerieclaids/"">Facebook</a>","<a href=""https://www.instagram.com/cidrerieclaids/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16896075272570280949"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-claids/541066"">Untappd</a>"
140,2022,AOP Cidre Cotentin,🥈 Argent,Ferme de la Commanderie,Ferme de la Commanderie Brut 2021,3319,Active,"<a href=""http://www.ferme-de-la-commanderie.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieLaCommanderie"">Facebook</a>","<a href=""https://www.instagram.com/cidreriefermedelacommanderie"">Instagram</a>","<a href=""https://maps.google.com/?cid=2113479186577428756"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2407705-d10109503"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-commanderie/233207"">Untappd</a>"
141,2022,AOP Cidre Cotentin,🥈 Argent,Théo Capelle,Théo Capelle Extra-Brut 2020,1513,Active,"<a href=""https://www.theo-capelle.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100054206274447"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3221607950662529223"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187183-d3406164"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-tha-c-o-capelle/124517"">Untappd</a>"
142,2022,AOP Cidre Pays d'Auge,🥇 Or,Ferme Cidricole Desvoye,Cidrerie Desvoye Premières 2021,2161,Active,"<a href=""https://www.cidre-calvados-desvoye.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100015340218972"">Facebook</a>","<a href=""https://www.instagram.com/calvados_desvoye/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9466556986578009265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-desvoye/264267"">Untappd</a>"
143,2022,AOP Cidre Pays d'Auge,🥇 Or,Ferme de la Vallée au Tanneur,Ferme de la Vallée au Tanneur Demi-Sec 2021,2160,Active,,"<a href=""https://www.facebook.com/valleeautanneur"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1292218678865448801"">Google</a>",,"<a href=""https://untappd.com/w/ferme-de-la-vallee-au-tanneur/102219"">Untappd</a>"
144,2022,AOP Cidre Pays d'Auge,🥈 Argent,Ferme Cidricole Desvoye,Cidrerie Desvoye Tradition Cambremer 2021,2161,Active,"<a href=""https://www.cidre-calvados-desvoye.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100015340218972"">Facebook</a>","<a href=""https://www.instagram.com/calvados_desvoye/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9466556986578009265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-desvoye/264267"">Untappd</a>"
145,2022,AOP Cidre Pays d'Auge,🥈 Argent,Ferme du Lieu-Roussel,Le Lieu Roussel 2021,1650,Active,"<a href=""https://lieu-roussel.fr/"">Website</a>",,"<a href=""https://www.instagram.com/ferme_du_lieu_roussel/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14333694268932285992"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852"">TripAdvisor</a>","<a href=""https://untappd.com/w/lieu-roussel/276562"">Untappd</a>"
146,2022,AOP Cidre Pays d'Auge,🥈 Argent,Les Vergers d'Auvillars,Les Vergers d'Auvillars 2021,2905,Active,,"<a href=""https://www.facebook.com/profile.php?id=100064493697087"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=6624112631217511275"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-d-auvillars/298717"">Untappd</a>"
147,2022,AOP Cidre Pays d'Auge,🥈 Argent,Manoir d'Apreval,Manoir d'Apreval Cuvée Saint-Georges 2021,1377,Active,"<a href=""https://www.apreval.com/"">Website</a>","<a href=""https://www.facebook.com/manoirdapreval/"">Facebook</a>","<a href=""https://www.instagram.com/manoirdapreval/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10807770520098333687"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2205406-d9715014"">TripAdvisor</a>","<a href=""https://untappd.com/w/manoir-d-apreval/228726"">Untappd</a>"
148,2022,AOP Cidre du Perche,🥇 Or,Cidrerie Domaine du Ruisseau,Domaine du Ruisseau Demi-Sec 2021,3325,Active,,,,"<a href=""https://maps.google.com/?cid=14181024575525431243"">Google</a>",,"<a href=""https://untappd.com/w/domaine-du-ruisseau/470036"">Untappd</a>"
149,2022,Cidre du Pays de Caux,🥇 Or,Les Normandises du Pradon,Domaine du Pradon 2021,3308,Active,"<a href=""http://lesnormandisesdupradon.com/"">Website</a>","<a href=""https://www.facebook.com/lesnormandisesdupradon/"">Facebook</a>","<a href=""https://www.instagram.com/lesnormandisesdupradon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5034289693754776537"">Google</a>",,"<a href=""https://untappd.com/w/ferme-du-pradon/228438"">Untappd</a>"
150,2022,Cidre du Pays de Caux,🥈 Argent,GAEC Hédouin,Ferme de Catteville 2021,3324,Active,,"<a href=""https://www.facebook.com/gaechedouin/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8955816640789328765"">Google</a>",,
151,2022,AOP Poiré Domfront,🥇 Or,Famille Guesdon,La Cave Normande 2020,2697,Active,"<a href=""https://famille-guesdon.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100057212210806"">Facebook</a>","<a href=""https://www.instagram.com/lacavenormandeguesdon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13182761816105385497"">Google</a>",,"<a href=""https://untappd.com/w/guesdon-p-re-et-fils/343009"">Untappd</a>"
152,2022,AOP Poiré Domfront,🥇 Or,Famille Guesdon,La Cave Normande 2020,2697,Active,"<a href=""https://famille-guesdon.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100057212210806"">Facebook</a>","<a href=""https://www.instagram.com/lacavenormandeguesdon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13182761816105385497"">Google</a>",,"<a href=""https://untappd.com/w/guesdon-p-re-et-fils/343009"">Untappd</a>"
153,2022,IGP Cidre de Normandie,🥇 Or,Cidre Viard-Bayeux,Bayeux Brut Tannique 2021,3318,Active,"<a href=""https://cidrebayeux.com/"">Website</a>","<a href=""https://www.facebook.com/CidresBayeux"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_bayeux/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13233255599279949282"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187181-d3454062"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-viard/26008"">Untappd</a>"
154,2022,IGP Cidre de Normandie,🥇 Or,Cidre Viard-Bayeux,Pomme d'Aure Demi-Sec 2020,3318,Active,"<a href=""https://cidrebayeux.com/"">Website</a>","<a href=""https://www.facebook.com/CidresBayeux"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_bayeux/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13233255599279949282"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187181-d3454062"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-viard/26008"">Untappd</a>"
155,2022,IGP Cidre de Normandie,🥇 Or,Domaine Duclos Fougeray,Domaine Duclos-Fougeray Denise La Patronne 2021,1178,Active,"<a href=""https://www.duclosfougeray.com/"">Website</a>","<a href=""https://www.facebook.com/domaine.duclosfougeray"">Facebook</a>","<a href=""https://www.instagram.com/domaine_duclos_fougeray/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12398185041013701779"">Google</a>",,"<a href=""https://untappd.com/brewery/103532"">Untappd</a>"
156,2022,IGP Cidre de Normandie,🥇 Or,Le Pressoir d'Or,Le Pressoir d'Or Cidre du Vexin Normand 2021,2689,Active,"<a href=""http://www.pressoirdor.com/"">Website</a>",,"<a href=""https://www.instagram.com/lepressoirdor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11174929092699381803"">Google</a>",,"<a href=""https://untappd.com/w/le-pressoir-d-or/210218"">Untappd</a>"
157,2022,IGP Cidre de Normandie,🥈 Argent,Cidre Viard-Bayeux,Bayeux Doux Plaisir 2021,3318,Active,"<a href=""https://cidrebayeux.com/"">Website</a>","<a href=""https://www.facebook.com/CidresBayeux"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_bayeux/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13233255599279949282"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187181-d3454062"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-viard/26008"">Untappd</a>"
158,2022,IGP Cidre de Normandie,🥈 Argent,Cidrerie de la Brique,Les Vergers Brut 2021,1312,Active,"<a href=""https://cidreriedelabrique.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedelaBrique/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriedelabrique/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7178427047416068956"">Google</a>",,"<a href=""https://untappd.com/CidreriedeLaBrique"">Untappd</a>"
159,2022,IGP Cidre de Normandie,🥈 Argent,Cidrerie de la Brique,Les Vergers Doux 2021,1312,Active,"<a href=""https://cidreriedelabrique.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedelaBrique/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriedelabrique/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7178427047416068956"">Google</a>",,"<a href=""https://untappd.com/CidreriedeLaBrique"">Untappd</a>"
160,2022,IGP Cidre de Normandie,🥈 Argent,Cidrerie Michel Bréavoine,Michel Bréavoine 2021,1507,Active,"<a href=""https://www.breavoine.fr/"">Website</a>","<a href=""https://www.facebook.com/cidrebreavoine/"">Facebook</a>","<a href=""https://www.instagram.com/cidrebreavoine/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13497264920337240271"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-michel-breavoine/123090"">Untappd</a>"
161,2022,IGP Cidre de Normandie,🥈 Argent,Domaine des 5 Autels,Domaine des 5 Autels L'Extralucidre 2020,2591,Active,"<a href=""https://cinqautels.com/"">Website</a>","<a href=""https://www.facebook.com/5Autels/"">Facebook</a>","<a href=""https://www.instagram.com/5autels/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1561300018564057036"">Google</a>","<a href=""https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-cinqs-autels/519014"">Untappd</a>"
162,2022,IGP Cidre de Normandie,🥈 Argent,Domaine des Hauts-Vents,Domaine des Hauts Vents Cuvée Paule 2021,2889,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
163,2022,IGP Cidre de Normandie,🥈 Argent,Domaine Duclos Fougeray,Domaine Duclos-Fougeray Denise La Brute 2020,1178,Active,"<a href=""https://www.duclosfougeray.com/"">Website</a>","<a href=""https://www.facebook.com/domaine.duclosfougeray"">Facebook</a>","<a href=""https://www.instagram.com/domaine_duclos_fougeray/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12398185041013701779"">Google</a>",,"<a href=""https://untappd.com/brewery/103532"">Untappd</a>"
164,2022,IGP Cidre de Normandie,🥈 Argent,Domaine Duclos Fougeray,Domaine Duclos-Fougeray Denise La Douce 2021,1178,Active,"<a href=""https://www.duclosfougeray.com/"">Website</a>","<a href=""https://www.facebook.com/domaine.duclosfougeray"">Facebook</a>","<a href=""https://www.instagram.com/domaine_duclos_fougeray/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12398185041013701779"">Google</a>",,"<a href=""https://untappd.com/brewery/103532"">Untappd</a>"
165,2022,IGP Cidre de Normandie,🥈 Argent,La Cave de la Loterie,Cave de la Loterie Brut 2021,3316,Active,"<a href=""https://www.cavedelaloterie.fr/"">Website</a>","<a href=""https://www.facebook.com/cavedelaloterie"">Facebook</a>","<a href=""https://www.instagram.com/cave_de_la_loterie/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14052572828101776269"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g672828-d12674111"">TripAdvisor</a>","<a href=""https://untappd.com/w/cave-de-la-loterie/234216"">Untappd</a>"
166,2022,IGP Cidre de Normandie,🥈 Argent,La Cave de la Loterie,Cave de la Loterie Fruité 2021,3316,Active,"<a href=""https://www.cavedelaloterie.fr/"">Website</a>","<a href=""https://www.facebook.com/cavedelaloterie"">Facebook</a>","<a href=""https://www.instagram.com/cave_de_la_loterie/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14052572828101776269"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g672828-d12674111"">TripAdvisor</a>","<a href=""https://untappd.com/w/cave-de-la-loterie/234216"">Untappd</a>"
167,2022,IGP Cidre de Normandie,🥈 Argent,Le Pressoir d'Or,Le Pressoir d'Or Domaine de Frenelles 2020,2689,Active,"<a href=""http://www.pressoirdor.com/"">Website</a>",,"<a href=""https://www.instagram.com/lepressoirdor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11174929092699381803"">Google</a>",,"<a href=""https://untappd.com/w/le-pressoir-d-or/210218"">Untappd</a>"
168,2022,Cidre,🥇 Or,Cidrerie Godefroy,Demi-Sec 2021,1577,Active,"<a href=""https://www.ecomuseeducidre.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=5707167707581907830"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1572450-d3428587"">TripAdvisor</a>","<a href=""https://untappd.com/w/vincent-et-marieclaire-godefroy/207560"">Untappd</a>"
169,2022,Cidre,🥇 Or,Ferme de la Sapinière,Ferme de la Sapinière Cuvée Louise Gautier 2021,1913,Active,"<a href=""https://www.producteur-cidre.com/"">Website</a>","<a href=""https://www.facebook.com/fermedelasapiniere/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13033032790677741913"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-sapini-re/124296"">Untappd</a>"
170,2022,Cidre,🥇 Or,Ferme des Noës,La Ferme des Noës Fruité 2021,2887,Active,"<a href=""https://www.fermedesnoes.com/"">Website</a>",,"<a href=""https://www.instagram.com/fermedesnoes/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16067236232754040277"">Google</a>",,"<a href=""https://untappd.com/w/ferme-des-no-s/72679"">Untappd</a>"
171,2022,Cidre,🥇 Or,Ferme du Lieu-Roussel,Le Lieu-Roussel 2021,1650,Active,"<a href=""https://lieu-roussel.fr/"">Website</a>",,"<a href=""https://www.instagram.com/ferme_du_lieu_roussel/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14333694268932285992"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852"">TripAdvisor</a>","<a href=""https://untappd.com/w/lieu-roussel/276562"">Untappd</a>"
172,2022,Cidre,🥇 Or,Ferme du Manoir du Val,Ferme du Manoir du Val 2020,3315,Active,"<a href=""https://www.manoirduval.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=848420197404289170"">Google</a>",,
173,2022,Cidre,🥇 Or,Les Vergers de Ducy,Cidre de la Flaguerie Brut 2020,3321,Active,"<a href=""https://lesvergersdeducy.fr/"">Website</a>","<a href=""https://www.facebook.com/LesVergersdeDucy/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=5658619103463764772"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g5105596-d5012299"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-ducy/68480"">Untappd</a>"
174,2022,Cidre,🥇 Or,Les Vergers de Ducy,Cidre de la Flaguerie Calypso 2020,3321,Active,"<a href=""https://lesvergersdeducy.fr/"">Website</a>","<a href=""https://www.facebook.com/LesVergersdeDucy/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=5658619103463764772"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g5105596-d5012299"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-ducy/68480"">Untappd</a>"
175,2022,Cidre,🥇 Or,Les Vergers de Ducy,Cidre de la Flaguerie Demi-Sec 2020,3321,Active,"<a href=""https://lesvergersdeducy.fr/"">Website</a>","<a href=""https://www.facebook.com/LesVergersdeDucy/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=5658619103463764772"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g5105596-d5012299"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-ducy/68480"">Untappd</a>"
176,2022,Cidre,🥇 Or,Les Vergers du Quesnay,Les Vergers du Quesnay Brut 2019,3370,Active,"<a href=""https://www.lesvergersduquesnay.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100058435991351"">Facebook</a>","<a href=""https://www.instagram.com/les_vergers_du_quesnay/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15904214834922492181"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-du-quesnay/228234"">Untappd</a>"
177,2022,Cidre,🥇 Or,Pacory,Pacory 2021,1582,Active,"<a href=""https://www.pacory.eu/"">Website</a>","<a href=""https://www.facebook.com/PacoryFermedesGrimaux"">Facebook</a>","<a href=""https://www.instagram.com/pacoryfermedesgrimaux"">Instagram</a>","<a href=""https://maps.google.com/?cid=15821520734729613945"">Google</a>",,"<a href=""https://untappd.com/brewery/32360"">Untappd</a>"
178,2022,Cidre,🥇 Or,Pacory,Pacory Brut 2021,1582,Active,"<a href=""https://www.pacory.eu/"">Website</a>","<a href=""https://www.facebook.com/PacoryFermedesGrimaux"">Facebook</a>","<a href=""https://www.instagram.com/pacoryfermedesgrimaux"">Instagram</a>","<a href=""https://maps.google.com/?cid=15821520734729613945"">Google</a>",,"<a href=""https://untappd.com/brewery/32360"">Untappd</a>"
179,2022,Cidre,🥈 Argent,Ferme de Cavelande,Ferme de Cavelande 2021,2164,Active,"<a href=""https://www.fermedecavelande.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=949032948010559518"">Google</a>",,"<a href=""https://untappd.com/w/ferme-de-cavelande/465256"">Untappd</a>"
180,2022,Cidre,🥈 Argent,Ferme de la Sapinière,Ferme de la Sapinière Apple Oak 2020,1913,Active,"<a href=""https://www.producteur-cidre.com/"">Website</a>","<a href=""https://www.facebook.com/fermedelasapiniere/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13033032790677741913"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-sapini-re/124296"">Untappd</a>"
181,2022,Cidre,🥈 Argent,Ferme de la Vallée au Tanneur,Ferme de la Vallée au Tanneur Extra-Brut 2021,2160,Active,,"<a href=""https://www.facebook.com/valleeautanneur"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1292218678865448801"">Google</a>",,"<a href=""https://untappd.com/w/ferme-de-la-vallee-au-tanneur/102219"">Untappd</a>"
182,2022,Cidre,🥈 Argent,Ferme des Martellières,Ferme des Martellières Brut 2021,3322,Active,,"<a href=""https://www.facebook.com/LesMartellieres.ProduitsCidricoles"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13628777607608573968"">Google</a>",,"<a href=""https://untappd.com/w/les-martellieres/291057"">Untappd</a>"
183,2022,Cidre,🥈 Argent,Ferme des Noës,La Ferme des Noës Sec 2021,2887,Active,"<a href=""https://www.fermedesnoes.com/"">Website</a>",,"<a href=""https://www.instagram.com/fermedesnoes/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16067236232754040277"">Google</a>",,"<a href=""https://untappd.com/w/ferme-des-no-s/72679"">Untappd</a>"
184,2022,Cidre,🥈 Argent,Ferme du Manoir du Val,Ferme du Manoir du Val Brut 2021,3315,Active,"<a href=""https://www.manoirduval.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=848420197404289170"">Google</a>",,
185,2022,Cidre,🥈 Argent,Ferme du Manoir du Val,Ferme du Manoir du Val Doux 2021,3315,Active,"<a href=""https://www.manoirduval.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=848420197404289170"">Google</a>",,
186,2022,Cidre,🥈 Argent,Groualle Frères,Groualle Frères Brut 2021,3367,Active,,"<a href=""https://www.facebook.com/GROUALLEANTHONY"">Facebook</a>",,,,
187,2022,Cidre,🥈 Argent,La Ferme de Billy,La Ferme de Billy Corsé 2021,1653,Active,"<a href=""https://www.ferme-de-billy.com/"">Website</a>","<a href=""https://www.facebook.com/lafermedebilly/"">Facebook</a>","<a href=""https://www.instagram.com/lafermedebilly/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11023078698699122653"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g7741562-d6974742"">TripAdvisor</a>","<a href=""https://untappd.com/w/la-ferme-de-billy/247621"">Untappd</a>"
188,2022,Cidre,🥈 Argent,Le Chai de la Baie,Le Chai de la Baie Brut 2021,3368,Active,,"<a href=""https://www.facebook.com/jacques.daunay50/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=12654181407242940379"">Google</a>",,"<a href=""https://untappd.com/w/le-chai-de-la-baie/471739"">Untappd</a>"
189,2022,Cidre,🥈 Argent,Le Chai de la Baie,Le Chai de la Baie Demi-Sec 2020,3368,Active,,"<a href=""https://www.facebook.com/jacques.daunay50/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=12654181407242940379"">Google</a>",,"<a href=""https://untappd.com/w/le-chai-de-la-baie/471739"">Untappd</a>"
